Art,cap,ven,std,
33.155,NaN,64.508,0.65489,NaN,1.7101
28.66,NaN,38.307,0.41648,NaN,1.2572
25.207,NaN,36.176,0.47309,NaN,1.7907
20.943,7.2466,31.243,0.34037,0,1.5743
18.882,9.5653,29.174,0.36145,0.45353,0.98359
17.113,8.6474,25.563,0.26044,0.35208,1.0281
15.617,8.7511,25.484,0.23997,0.28405,1.3199
14.374,8.8947,24.817,0.20989,0.13939,0.69071
13.555,8.9243,24.17,0.20075,0.10292,0.73776
13.098,8.8765,22.399,0.16241,0.066502,0.77247
12.629,8.9862,23.035,0.20019,0.12445,0.81355
12.111,9.22,22.694,0.19778,0.13134,0.75685
11.907,8.9867,22.106,0.14538,0.086678,0.67749
12.076,8.8047,21.961,0.28162,0.149,0.80332
11.582,9.0432,21.469,0.39184,0.24487,0.62034
11.297,9.4123,20.526,0.29919,0.24686,0.60052
11.629,8.881,20.961,0.54275,0.23872,0.7615
10.797,8.9311,20.581,0.62316,0.36121,0.64223
10.828,9.1822,20.933,0.60058,0.36494,0.71313
11.227,7.9508,20.749,0.711,0.8572,0.80208
9.3557,8.6923,20.413,0,1.8856,1.0796
NaN,10.903,20.399,NaN,0,1.0228
NaN,NaN,19.199,NaN,NaN,0.70637
NaN,NaN,19.222,NaN,NaN,0.62977
NaN,NaN,18.786,NaN,NaN,0.657
NaN,NaN,19.469,NaN,NaN,0.60329
NaN,NaN,19.379,NaN,NaN,0.67139
NaN,NaN,19.633,NaN,NaN,0.65662
NaN,NaN,19.545,NaN,NaN,0.74638
NaN,NaN,17.607,NaN,NaN,0.81951
NaN,NaN,18.235,NaN,NaN,0.60345
NaN,NaN,18.265,NaN,NaN,0.57785
NaN,NaN,17.856,NaN,NaN,0.6712
NaN,NaN,17.634,NaN,NaN,0.6514
NaN,NaN,18.067,NaN,NaN,1.1388
NaN,NaN,18.742,NaN,NaN,1.2458
NaN,NaN,18.258,NaN,NaN,1.0665
NaN,NaN,16.813,NaN,NaN,0.91059
NaN,NaN,18.372,NaN,NaN,1.0941
NaN,NaN,17.911,NaN,NaN,0.8958
NaN,NaN,17.461,NaN,NaN,1.4153
NaN,NaN,17.244,NaN,NaN,1.0596
NaN,NaN,18.264,NaN,NaN,1.5875
NaN,NaN,17.397,NaN,NaN,1.4125
NaN,NaN,17.194,NaN,NaN,0.99529
NaN,NaN,18.187,NaN,NaN,1.8975
0,0,14.082,NaN,NaN,2.9509
0,0,8.7527,NaN,NaN,3.4472
0,0,9.1852,NaN,NaN,3.6431
0,0,7.3973,NaN,NaN,3.9094
0,0,5.0946,NaN,NaN,3.8101
0,0,4.3832,NaN,NaN,4.6547
0,0,3.3327,NaN,NaN,3.5593
0,0,1.5033,NaN,NaN,2.703
0,0,1.1385,NaN,NaN,4.1051
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
