Diameter_Freq,art_dia_dist,cap_dia_dist,ven_dia_dist,art_dia_dist_ste,cap_dia_dist_ste,ven_dia_dist_ste,
2.5,0.0041226,0.006,0.008468,0.00058252,0.0011529,0.00094434
5,0.036657,0.13556,0.032535,0.0020195,0.0040572,0.0019678
7.5,0.10685,0.35733,0.062396,0.0039026,0.0066568,0.0019893
10,0.18663,0.31622,0.092813,0.0038731,0.0049475,0.0030797
12.5,0.20022,0.14511,0.10329,0.0044345,0.0047501,0.0032877
15,0.16981,0.033333,0.10886,0.0041017,0.0027027,0.00289
17.5,0.12045,0.0055556,0.099721,0.0025946,0.0010143,0.0031473
20,0.078329,0.00088889,0.1024,0.0023979,0.00041574,0.0025341
22.5,0.044123,0,0.081003,0.001961,0,0.0028403
25,0.028524,0,0.070529,0.0012894,0,0.0024586
27.5,0.012256,0,0.05727,0.0010043,0,0.002471
30,0.0075766,0,0.043008,0.00091711,0,0.0024128
32.5,0.0027855,0,0.0361,0.00062286,0,0.0023332
35,0.001337,0,0.025515,0.00042913,0,0.0019741
37.5,0.00011142,0,0.021838,0.00011142,0,0.0017147
40,0.00011142,0,0.016156,0.00011142,0,0.0016082
42.5,0.00011142,0,0.010362,0.00011142,0,0.00095848
45,0,0,0.0074652,0,0,0.00087674
47.5,0,0,0.0054596,0,0,0.00077928
50,0,0,0.0047911,0,0,0.00079635
