EGL_Thickness,Res_RTBRSB,,ste
1e-08,1,1.4124e-08
1.1e-07,1.0128,8.0586e-06
2.1e-07,1.036,1.9475e-05
3.1e-07,1.0571,2.9882e-05
4.1e-07,1.0782,4.0707e-05
5.1e-07,1.1,5.2159e-05
6.1e-07,1.1227,6.4356e-05
7.1e-07,1.1465,7.7283e-05
8.1e-07,1.1714,9.1065e-05
9.1e-07,1.1976,0.00010573
1.01e-06,1.225,0.00012126
