Length_Freq,art_len_dist,cap_len_dist,ven_len_dist,art_len_dist_ste,cap_len_dist_ste,ven_len_dist_ste,
100,0.19721,0.13689,0.15543,0.0029567,0.0055729,0.0029915
200,0.18128,0.21311,0.21237,0.0035158,0.0065254,0.0059271
300,0.15443,0.18889,0.18318,0.0046972,0.0058707,0.0032456
400,0.12969,0.15044,0.13348,0.0034682,0.0055733,0.0037126
500,0.10964,0.10111,0.10106,0.0026371,0.0033179,0.0026597
600,0.093705,0.068889,0.070418,0.0032678,0.0032553,0.0022372
700,0.063398,0.049333,0.052813,0.0022986,0.0031479,0.0019728
800,0.044903,0.030444,0.032535,0.0020426,0.002705,0.0019145
900,0.02195,0.022444,0.022507,0.001932,0.0020658,0.0012958
1000,0.0037883,0.015111,0.012368,0.00064087,0.001857,0.0010677
