Art,cap,ven,std,
33.919,NaN,66.886,0.68497,NaN,1.5108
26.196,NaN,50.755,0.73511,NaN,1.3012
22.249,6.4609,37.413,0.66091,0.68747,1.1217
19.146,9.6515,32.383,0.62134,0.68253,1.176
17.763,9.5199,28.007,0.54718,0.53536,0.7586
16.35,9.2854,25.734,0.44025,0.36235,0.73659
15.518,9.1034,24.096,0.32068,0.26316,0.67637
15.34,9.4137,22.578,0.2898,0.30127,0.39048
14.879,8.9858,22.477,0.31575,0.25491,0.61094
14.631,9.0656,21.303,0.25116,0.19041,0.47929
14.228,8.8234,20.484,0.19274,0.26723,0.44836
14.207,9.1768,19.959,0.16643,0.17545,0.35493
13.421,8.9984,19.137,0.16172,0.13496,0.40766
13.457,8.8277,18.649,0.18942,0.13072,0.42953
13.142,9.0491,18.41,0.18291,0.1416,0.4311
13.177,9.0456,17.485,0.17676,0.12001,0.45444
12.827,9.2479,17.524,0.2344,0.14248,0.46043
12.674,8.9069,16.715,0.19481,0.16101,0.56746
12.702,9.1275,15.815,0.22045,0.12441,0.57708
12.201,8.8551,15.951,0.2437,0.15468,0.61287
11.704,9.2143,16.653,0.31413,0.27309,0.7054
11.664,8.7869,13.963,0.31769,0.28885,0.60831
11.392,9.0539,14.187,0.36478,0.21781,1.0675
11.854,8.8236,15.533,0.45317,0.29146,0.74056
12.052,9.5026,15.139,0.60775,0.32308,1.0936
12.461,9.3449,15.638,0.58723,0.52022,1.1117
12.239,8.7734,13.082,1.1589,0.9625,0.016
10.259,8.3085,NaN,0,0.75281,NaN
11.461,8.8923,NaN,0,0,NaN
10.943,8.2324,NaN,0,0,NaN
13.89,7.6882,NaN,0,0,NaN
NaN,11.077,NaN,NaN,0,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
0,0,0,NaN,NaN,NaN
