EGL_Thickness,Res_RTBRSB,,ste
1e-08,1,3.8262e-07
1.1e-07,1.0167,0.00021589
2.1e-07,1.0437,0.0004667
3.1e-07,1.0691,0.00072185
4.1e-07,1.0949,0.00099817
5.1e-07,1.122,0.0012999
6.1e-07,1.1506,0.00163
7.1e-07,1.1809,0.0019917
8.1e-07,1.2132,0.0023879
9.1e-07,1.2475,0.0028216
1.01e-06,1.284,0.0032964
