Diameter_Freq,art_dia_dist,cap_dia_dist,ven_dia_dist,art_dia_dist_ste,cap_dia_dist_ste,ven_dia_dist_ste,
2.5,0.0025627,0.006,0.0062396,0.00060002,0.0011967,0.00075911
5,0.036212,0.12733,0.032535,0.0021153,0.0051212,0.001622
7.5,0.11265,0.35422,0.069415,0.0036143,0.0057043,0.0030637
10,0.17281,0.33089,0.092145,0.0037835,0.0067287,0.0031838
12.5,0.20357,0.13733,0.10786,0.0041966,0.0052068,0.0034512
15,0.16602,0.037778,0.1083,0.0042122,0.0035283,0.0028467
17.5,0.12056,0.0053333,0.10641,0.0034922,0.0011331,0.0026031
20,0.085237,0.0011111,0.093816,0.0024177,0.00045361,0.0030289
22.5,0.049359,0,0.080111,0.0022716,0,0.002195
25,0.026852,0,0.069638,0.0021748,0,0.0034153
27.5,0.012256,0,0.052368,0.00096493,0,0.002481
30,0.0061281,0,0.042786,0.00082003,0,0.002285
32.5,0.0036769,0,0.036992,0.00073205,0,0.0018303
35,0.0015599,0,0.026518,0.00039655,0,0.0014214
37.5,0.00022284,0,0.020613,0.00015425,0,0.0012866
40,0.00033426,0,0.013259,0.00018477,0,0.0012172
42.5,0,0,0.012702,0,0,0.0015264
45,0,0,0.0083565,0,0,0.00086605
47.5,0,0,0.0051253,0,0,0.00087615
50,0,0,0.0043454,0,0,0.00077261
