EGL_Thickness,Res_RTBRSB,,ste
1e-08,1,6.3749e-07
1.1e-07,1.0182,0.00035827
2.1e-07,1.0468,0.000781
3.1e-07,1.074,0.0012101
4.1e-07,1.1019,0.0016761
5.1e-07,1.1313,0.0021871
6.1e-07,1.1625,0.0027493
7.1e-07,1.1959,0.0033678
8.1e-07,1.2316,0.0040507
9.1e-07,1.2699,0.0048052
1.01e-06,1.311,0.0056376
