Length_Freq,art_len_dist,cap_len_dist,ven_len_dist,art_len_dist_ste,cap_len_dist_ste,ven_len_dist_ste,
100,0.30184,0.12889,0.24078,0.0070832,0.004969,0.0049466
200,0.21738,0.19356,0.22474,0.0048393,0.0051787,0.0058335
300,0.15788,0.20133,0.15811,0.0037397,0.0054175,0.0042891
400,0.11599,0.14222,0.10652,0.0034861,0.0045924,0.0039664
500,0.086462,0.11689,0.065627,0.0021665,0.0046974,0.0023087
600,0.059387,0.078889,0.045571,0.0026849,0.0030765,0.0021689
700,0.04312,0.044667,0.029304,0.0012777,0.0028953,0.0018132
800,0.017939,0.027778,0.020056,0.0012569,0.0029572,0.0013359
900,0,0.021111,0.013036,0,0.0021517,0.0013332
1000,0,0.012222,0.0081337,0,0.0014344,0.0011809
