Diameter_Freq,art_dia_dist,cap_dia_dist,ven_dia_dist,art_dia_dist_ste,cap_dia_dist_ste,ven_dia_dist_ste,
2.5,0.00016713,0.003,0.00022284,9.4503e-05,0.00059835,0.00010796
5,0.025125,0.15,0.017326,0.0011156,0.0032723,0.00084335
7.5,0.15164,0.38122,0.060223,0.0031122,0.0046465,0.0019719
10,0.25905,0.30667,0.10011,0.0037608,0.0045977,0.0025547
12.5,0.24206,0.126,0.12223,0.0031707,0.0031122,0.0025711
15,0.16468,0.028444,0.13783,0.0032666,0.0017143,0.002507
17.5,0.087967,0.0041111,0.12435,0.0024324,0.00072409,0.0023254
20,0.042173,0.00055556,0.10702,0.0018236,0.0002381,0.0024928
22.5,0.01649,0,0.08468,0.00098712,0,0.0019233
25,0.0066295,0,0.067187,0.00059498,0,0.0015548
27.5,0.0026184,0,0.052479,0.00035063,0,0.0017224
30,0.0010028,0,0.04,0.00024864,0,0.0013916
32.5,0.00016713,0,0.026908,9.4503e-05,0,0.0012294
35,5.571e-05,0,0.018384,5.571e-05,0,0.0007675
37.5,0.00016713,0,0.013482,9.4503e-05,0,0.0006335
40,0,0,0.009415,0,0,0.00078339
42.5,0,0,0.0065738,0,0,0.00056141
45,0,0,0.0044011,0,0,0.00046468
47.5,0,0,0.0026741,0,0,0.00030782
50,0,0,0.0018384,0,0,0.00029361
