EGL_Thickness,Res_RTBRSB,,ste
1e-08,1,6.6678e-09
1.1e-07,1.0128,3.8036e-06
2.1e-07,1.036,9.1893e-06
3.1e-07,1.0572,1.4096e-05
4.1e-07,1.0783,1.9197e-05
5.1e-07,1.1001,2.4591e-05
6.1e-07,1.1229,3.0333e-05
7.1e-07,1.1467,3.6415e-05
8.1e-07,1.1717,4.2897e-05
9.1e-07,1.1979,4.9787e-05
1.01e-06,1.2253,5.7084e-05
