Length_Freq,art_len_dist,cap_len_dist,ven_len_dist,art_len_dist_ste,cap_len_dist_ste,ven_len_dist_ste,
100,0.3034,0.12267,0.29493,0.0057401,0.0056193,0.0057206
200,0.22039,0.20489,0.22284,0.0044549,0.0057764,0.0039097
300,0.15889,0.18244,0.15866,0.0043317,0.0058854,0.0028429
400,0.10875,0.16067,0.11978,0.0023443,0.0043499,0.003453
500,0.087911,0.10044,0.084123,0.0029483,0.0044203,0.0033734
600,0.06117,0.079778,0.056936,0.0025554,0.0034972,0.003056
700,0.038217,0.052667,0.044345,0.0013883,0.0029938,0.0017315
800,0.021281,0.030444,0.018273,0.0016704,0.0028168,0.0014211
900,0,0.021333,0.00011142,0,0.0025191,0.00011142
1000,0,0.0097778,0,0,0.0012538,0
