Length_Freq,art_len_dist,cap_len_dist,ven_len_dist,art_len_dist_ste,cap_len_dist_ste,ven_len_dist_ste,
100,0.33699,0.13756,0.32256,0.0036484,0.0031529,0.0034782
200,0.22925,0.21756,0.26145,0.0026542,0.0048649,0.0031525
300,0.15086,0.19289,0.16579,0.0025222,0.0036128,0.0027434
400,0.10591,0.14111,0.1049,0.0021214,0.0037696,0.0021156
500,0.071253,0.10589,0.0639,0.0018027,0.003243,0.0016645
600,0.050028,0.071889,0.036936,0.0014674,0.0027557,0.001617
700,0.030418,0.046222,0.020669,0.0011474,0.0023727,0.0011645
800,0.01688,0.031333,0.012869,0.00095639,0.0017658,0.00093116
900,0.0071866,0.021667,0.0082451,0.00060134,0.0019392,0.0007161
1000,0.0012256,0.011444,0.0025627,0.00027753,0.00094454,0.00036332
