gen,art_freq,ven_freq,art_freq_ste,ven_freq_ste,art_len,cap_len,ven_len,art_len_ste,cap_len_ste,ven_len_ste,art_dia,cap_dia,ven_dia,art_dia_ste,cap_dia_ste,ven_dia_ste,
1,0,0,NaN,NaN,375.35,NaN,342.99,35.397,NaN,45.946,33.632,NaN,62.388,0.66517,NaN,1.5817
2,0,0,NaN,NaN,350.86,NaN,393.09,26.106,NaN,62.097,27.525,NaN,46.649,0.64032,NaN,2.6755
3,0.16,0.08,0.18708,0.19579,290.71,563.34,350.8,21.505,255.69,33.161,23.136,8.246,41.547,0.79081,1.9559,1.9666
4,0.64,0.36,0.21858,0.20104,298.2,416.63,293.28,13.066,82.049,27.506,20.023,7.938,30.681,0.44259,0.89409,1.787
5,1.36,1.48,0.22827,0.37357,280.53,395.08,301.66,13.186,53.426,26.052,17.979,8.5251,28.695,0.3802,0.48925,1.2056
6,2.8,1.92,0.39409,0.25481,296.29,421.26,316.77,10.749,33.738,30.093,16.778,9.3956,27.438,0.3119,0.37208,0.95863
7,4.88,2.32,0.5569,0.34663,287.39,409.67,288.51,8.607,29.322,24.944,15.941,8.9379,24.149,0.25124,0.24485,0.8922
8,6.88,4.4,0.68391,0.62082,273.8,402.42,305.33,11.138,18.864,22.442,15.223,8.458,24.294,0.23497,0.26242,0.90647
9,8.48,4.48,0.83291,0.50372,285.96,393.63,317.3,6.8705,20.797,35.94,14.841,8.9175,23.962,0.1907,0.22965,0.80818
10,9.96,5.04,0.63634,0.59942,268.13,365.58,317.57,6.4471,18.104,25.375,14.581,9.0604,22.707,0.15507,0.15743,0.74813
11,11.48,7.08,0.81674,0.75038,284.81,365.41,280.59,6.6549,15.52,15.169,14.072,8.8491,21.257,0.17351,0.18871,0.42608
12,13.92,11.32,1.1014,1.1814,280.78,391.67,287.47,6.7264,16.64,14.019,14.05,9.0164,20.032,0.19369,0.15768,0.88745
13,13.84,10.68,0.98434,1.2433,282.16,383.04,336.05,8.9208,15.705,24.447,13.899,9.1001,20.506,0.26656,0.1201,0.80681
14,14.68,12.6,1.1884,1.3693,299.01,367.6,291.79,7.4161,14.603,15.3,13.541,9.1167,19.735,0.23001,0.15921,0.53646
15,14.64,11.44,1.0229,1.2478,287.57,368.84,327.4,9.0292,13.676,18.34,12.991,9.079,19.222,0.21976,0.1101,0.50062
16,15.64,13.08,0.9163,1.0862,291.39,379.86,306.13,6.0935,12.108,13.163,12.794,8.822,19.153,0.1767,0.112,0.49603
17,14,11.68,0.66332,0.93581,314.65,357.68,331.1,15.922,12.861,17.241,12.364,9.2445,18.662,0.19416,0.1121,0.41723
18,12.64,10.64,0.88295,0.82033,284.61,377.82,312.47,12.712,9.9505,15.888,12.07,9.167,17.4,0.20648,0.18445,0.49111
19,10.48,12.12,1.1505,1.1794,300.28,387.88,302.39,13.827,15.747,13.151,11.586,8.676,17.203,0.25153,0.15055,0.5085
20,7.84,11.2,0.99613,1.249,285.88,367.09,315.63,14.981,19.819,21.838,12.338,9.142,17.883,0.3753,0.2599,0.79925
21,4.84,8.28,0.82298,0.9955,310.48,382.16,324.49,14.868,16.836,16.999,12.124,8.4121,17.002,0.36053,0.22575,0.54549
22,4.04,6.92,0.92754,1.0284,314.62,338.84,378.11,23.977,25.868,69.609,12.381,9.3061,16.777,0.57207,0.45579,0.7746
23,1.84,6.12,0.64842,0.85794,315.84,302.65,316.21,30.666,40.729,27.007,11.712,8.388,17.26,0.55109,0.34132,0.61298
24,2.08,5.16,0.96009,1.2596,243.07,483.48,369.69,29.322,58.976,27.556,12.967,8.2394,16.965,0.75396,0.329,0.69002
25,1.04,4.24,0.78714,0.8424,276.31,362.1,377.07,37.4,52.606,56.43,11.469,9.1831,17.38,0.85345,0.60673,0.78864
26,0.68,3.8,0.5314,1.1483,374.75,420.35,425.73,89.938,55.018,61.434,12.511,10.209,16.481,0.71454,0.4051,0.75007
27,0.64,2.84,0.63087,0.89654,240.53,285.23,321.42,48.995,33.011,39.347,12.987,8.3024,18.151,1.478,0.52771,1.3215
28,0.44,1.68,1.2923,0.65997,114.71,318.86,449.48,0,68.67,91.075,15.39,8.7798,17.199,0,0.2603,1.2517
29,0.08,1.64,0.4,0.74095,NaN,167.15,459.55,NaN,0,134.07,NaN,7.3899,15.229,NaN,0,1.2961
30,0,1.32,NaN,0.62397,NaN,NaN,596.94,NaN,NaN,178.24,NaN,NaN,16.051,NaN,NaN,1.3703
31,0,1.6,NaN,0.91287,NaN,NaN,626.07,NaN,NaN,346.68,NaN,NaN,15.419,NaN,NaN,1.6087
32,0,1.52,NaN,1.1776,NaN,NaN,329.72,NaN,NaN,37.721,NaN,NaN,14.762,NaN,NaN,1.0613
33,0,1,NaN,1.5,NaN,NaN,370.37,NaN,NaN,13.31,NaN,NaN,16.341,NaN,NaN,4.9025
34,0,0.32,NaN,0.78316,NaN,NaN,294.46,NaN,NaN,44.849,NaN,NaN,17.341,NaN,NaN,0.46239
35,0,0.36,NaN,0.64291,NaN,NaN,346.29,NaN,NaN,20.391,NaN,NaN,14.769,NaN,NaN,2.446
36,0,0.28,NaN,0.51424,NaN,NaN,465.01,NaN,NaN,168.47,NaN,NaN,15.224,NaN,NaN,1.8395
37,0,0.52,NaN,1.6971,NaN,NaN,737,NaN,NaN,139.12,NaN,NaN,10.76,NaN,NaN,0.3535
38,0,0.2,NaN,0.57735,NaN,NaN,394.06,NaN,NaN,89.61,NaN,NaN,12.104,NaN,NaN,4.8765
39,0,0.12,NaN,0.31091,NaN,NaN,300.31,NaN,NaN,0,NaN,NaN,18.93,NaN,NaN,0
40,0,0.04,NaN,0.2,NaN,NaN,341.04,NaN,NaN,0,NaN,NaN,15.654,NaN,NaN,0
41,0,0.04,NaN,0.2,0,0,56.785,NaN,NaN,80.306,0,0,7.6525,NaN,NaN,10.822
42,0,0.08,NaN,0.4,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
43,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
44,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
45,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
46,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
47,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
48,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
49,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
50,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
51,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
52,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
53,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
54,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
55,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
56,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
57,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
58,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
59,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
60,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
