gen,art_freq,ven_freq,art_freq_ste,ven_freq_ste,art_len,cap_len,ven_len,art_len_ste,cap_len_ste,ven_len_ste,art_dia,cap_dia,ven_dia,art_dia_ste,cap_dia_ste,ven_dia_ste,
1,0,0,NaN,NaN,362.56,NaN,336.43,27.302,NaN,33.324,26.442,NaN,54.647,0.68653,NaN,0.80458
2,0,0,NaN,NaN,361.82,NaN,330.76,21.941,NaN,26.08,22.267,NaN,44.717,0.5358,NaN,0.99624
3,0.06,0.06,0.13851,0.13851,350.92,453.72,327.06,14.869,126.56,17.744,18.412,7.7504,36.496,0.41401,0.55131,1.0777
4,0.56,0.44,0.13777,0.14028,323.5,460.61,291.88,12.986,59.121,15.891,16.52,8.8048,30.897,0.33715,0.50336,0.76731
5,1.1,1.04,0.19949,0.17653,318.81,324.82,327.53,9.1128,23.105,14.672,15.164,8.357,29.098,0.22087,0.27674,0.75632
6,2.3,1.4,0.19806,0.17649,295.52,335.46,315.62,9.2266,29.52,13.702,14.153,8.6296,26.06,0.20008,0.33744,0.44516
7,4.64,2.62,0.36277,0.24997,277.81,369.03,256.81,7.1865,15.161,8.1045,13.713,8.8374,24.006,0.16699,0.15469,0.49611
8,6.2,4.48,0.45998,0.49508,276.43,386.91,275.59,7.1237,23.285,6.2726,12.928,8.5113,22.054,0.13229,0.14926,0.30087
9,9.82,6.58,0.64774,0.43714,280.4,387.3,276.94,6.009,13.381,7.0551,12.686,8.6967,20.866,0.10023,0.11634,0.31619
10,10.94,8.22,0.55653,0.5041,270.98,389.98,270.38,5.3019,10.733,5.5559,12.282,8.8308,20.472,0.09646,0.10103,0.32114
11,14.5,10.02,0.89591,0.59624,270.95,378.88,258.57,5.0257,10.59,6.0793,12.183,8.9264,19.317,0.089279,0.10435,0.29185
12,14.9,12.48,0.74738,0.74737,262.15,379.38,262.98,5.2571,9.7817,4.9409,12.052,8.7447,18.827,0.092943,0.097064,0.22653
13,17.14,14.04,0.80052,0.80608,264.63,399.34,262.61,5.4582,7.5266,4.8337,11.865,8.7397,18.136,0.12348,0.080289,0.22933
14,16.1,15.66,0.94815,0.79417,266.26,390.57,252.61,5.8785,12.158,4.0382,11.795,8.8183,17.724,0.11178,0.076826,0.22567
15,16.62,15.26,0.84074,0.73613,259.67,373.19,250.76,5.3914,8.8636,4.2991,11.556,8.6599,17.372,0.10923,0.095615,0.20842
16,14.88,14.96,0.70488,0.69574,266.71,380.39,257.08,6.748,11.381,5.3063,11.581,8.6491,16.951,0.13267,0.092243,0.26018
17,12.08,14.78,0.67239,0.88123,272.77,392.1,252.68,8.7627,15.137,5.812,11.398,8.9238,16.62,0.17529,0.12596,0.21573
18,9.96,12.78,0.78933,0.74137,254.38,376.48,257.12,9.227,11.633,5.4556,11.418,8.6134,16.505,0.19056,0.15448,0.20578
19,7.42,10.58,0.57576,0.73462,282.3,380,252.95,12.45,18.461,8.123,11.353,8.673,16.246,0.20488,0.13401,0.31273
20,6.16,8.68,0.65562,0.5681,261.8,396.72,260.53,13.181,14.042,8.7809,11.313,8.9366,15.679,0.23411,0.20359,0.28649
21,4.74,7.9,0.71171,0.6583,268.87,375.06,257.52,14.144,20.904,10.181,10.799,9.1041,15.754,0.27042,0.19399,0.44736
22,3.64,5.2,0.63434,0.50872,266.73,361.16,263.93,20.95,18.848,10.22,10.827,8.5868,14.932,0.36686,0.22562,0.32922
23,2,4.14,0.62466,0.47185,306.39,445.68,246.73,31.837,33.784,12.533,10.203,8.6884,14.839,0.40807,0.30473,0.4828
24,1.3,3.44,0.48666,0.59429,274.45,430.23,243.85,28.242,33.636,18.179,10.976,8.6105,15.029,0.40281,0.30001,0.58098
25,0.88,1.78,0.42735,0.46121,320.06,442.16,238.3,37.146,48.096,18.506,11.843,8.5415,14.971,0.54504,0.49408,0.60062
26,0.58,1.28,0.48693,0.42388,288.71,405.31,277.05,42.253,46.419,27.8,12.495,8.7528,14.518,0.77203,0.46734,0.71556
27,0.52,1.06,0.66674,0.64962,273.94,475.13,273.32,36.883,63.601,36.72,10.576,7.9989,15.376,0.33402,0.63344,1.1985
28,0.4,0.42,0.62814,0.46888,241.13,471.77,270.28,51.283,13.826,39.493,10.181,9.1046,13.795,0.83415,0.58082,0.50769
29,0.18,0.34,0.29541,0.36309,236.51,434.58,161.28,48.415,18.513,36.474,10.502,9.6147,12.495,0.95884,1.0345,1.6131
30,0.12,0.18,0.30057,0.31445,132.05,256.21,455.4,5.5741,54.157,26.885,10.101,7.3366,14.014,1.0502,0.43973,0.61
31,0.16,0.12,0.44201,0.44355,187.45,298.13,271.69,0,12.48,0,11.11,7.3222,14.171,0,0.58683,0
32,0.06,0.04,0.42426,0.28284,204.99,270.58,173.01,0,0,0,7.8085,9.5884,12.296,0,0,0
33,0.04,0.02,0.28284,0.14142,NaN,343.99,NaN,NaN,0,NaN,NaN,7.2467,NaN,NaN,0,NaN
34,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
